Gene ID,Gene symbol,Description,Scientific name,Common name,RefSeq Transcript accessions,RefSeq Protein accessions,SPARCLE ID,Curation Status,RefseqSelect,Default sequence
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_004458985.4,XP_004459042.1,10195515,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_004458986.4,XP_004459043.1,10195515,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_004458988.5,XP_004459045.1,10195515,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_058280277.2,XP_058136260.1,,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_071209271.1,XP_071065372.1,,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_071209272.1,XP_071065373.1,,model,,
101422849,COQ8B,coenzyme Q8B,Dasypus novemcinctus,nine-banded armadillo,XM_071209273.1,XP_071065374.1,,model,,
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674620.1,XP_058530603.1,,model,,default-seq
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674621.1,XP_058530604.1,,model,,
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674622.1,XP_058530605.1,,model,,
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674623.1,XP_058530606.1,,model,,
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674624.1,XP_058530607.1,,model,,
101532577,COQ8B,coenzyme Q8B,Ochotona princeps,American pika,XM_058674625.1,XP_058530608.1,,model,,
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146325.1,XP_055002300.1,,model,,default-seq
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146326.1,XP_055002301.1,,model,,
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146327.1,XP_055002302.1,,model,,
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146328.1,XP_055002303.1,,model,,
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146329.1,XP_055002304.1,,model,,
101556030,COQ8B,coenzyme Q8B,Sorex araneus,European shrew,XM_055146330.1,XP_055002305.1,,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_004647976.2,XP_004648033.1,10195515,model,,default-seq
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708236.1,XP_023564004.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708237.1,XP_023564005.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708238.1,XP_023564006.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708239.1,XP_023564007.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708240.1,XP_023564008.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708241.1,XP_023564009.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708242.1,XP_023564010.1,10195515,model,,
101575178,Coq8b,coenzyme Q8B,Octodon degus,degu,XM_023708243.1,XP_023564011.1,10195515,model,,
101617095,Coq8b,coenzyme Q8B,Jaculus jaculus,lesser Egyptian jerboa,XM_045134383.1,XP_044990318.1,,model,,default-seq
101617095,Coq8b,coenzyme Q8B,Jaculus jaculus,lesser Egyptian jerboa,XM_045134384.1,XP_044990319.1,,model,,
101617095,Coq8b,coenzyme Q8B,Jaculus jaculus,lesser Egyptian jerboa,XM_045134385.1,XP_044990320.1,,model,,
101617095,Coq8b,coenzyme Q8B,Jaculus jaculus,lesser Egyptian jerboa,XM_045134386.1,XP_044990321.1,,model,,
101636711,COQ8B,coenzyme Q8B,Condylura cristata,star-nosed mole,XM_004693898.2,XP_004693955.2,10195515,model,,default-seq
101636711,COQ8B,coenzyme Q8B,Condylura cristata,star-nosed mole,XM_012733779.1,XP_012589233.1,10195515,model,,
101636711,COQ8B,coenzyme Q8B,Condylura cristata,star-nosed mole,XM_012733780.1,XP_012589234.1,10195515,model,,
101636711,COQ8B,coenzyme Q8B,Condylura cristata,star-nosed mole,XM_012733781.1,XP_012589235.1,10195515,model,,
101646605,COQ8B,coenzyme Q8B,Echinops telfairi,small Madagascar hedgehog,XM_013006726.3,XP_012862180.2,,model,,default-seq
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047647.2,XP_012903101.1,10195515,model,,default-seq
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047648.2,XP_012903102.1,10195515,model,,
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047649.2,XP_012903103.1,10195515,model,,
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047650.2,XP_012903104.1,10195515,model,,
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047651.2,XP_012903105.1,10195515,model,,
101679852,COQ8B,coenzyme Q8B,Mustela putorius furo,domestic ferret,XM_013047652.2,XP_012903106.1,10195515,model,,
101703397,Coq8b,coenzyme Q8B,Heterocephalus glaber,naked mole-rat,XM_004874226.3,XP_004874283.1,10195515,model,,default-seq
101703397,Coq8b,coenzyme Q8B,Heterocephalus glaber,naked mole-rat,XM_013069051.2,XP_012924505.1,10195515,model,,
101703397,Coq8b,coenzyme Q8B,Heterocephalus glaber,naked mole-rat,XM_013069052.2,XP_012924506.1,10195515,model,,
101703397,Coq8b,coenzyme Q8B,Heterocephalus glaber,naked mole-rat,XM_013069053.2,XP_012924507.1,10195515,model,,
101703397,Coq8b,coenzyme Q8B,Heterocephalus glaber,naked mole-rat,XM_021251726.1,XP_021107385.1,10195515,model,,
101833302,Coq8b,coenzyme Q8B,Mesocricetus auratus,golden hamster,XM_040734688.1,XP_040590622.1,,model,,default-seq
101833302,Coq8b,coenzyme Q8B,Mesocricetus auratus,golden hamster,XM_040734689.1,XP_040590623.1,,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_013363433.3,XP_013218887.2,10195515,model,,default-seq
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_005336441.4,XP_005336498.1,10195515,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_013363431.3,XP_013218885.1,10195515,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_013363432.3,XP_013218886.1,10195515,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_021734001.2,XP_021589676.1,10195515,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_040279981.1,XP_040135915.1,,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_040279982.1,XP_040135916.1,,model,,
101964324,Coq8b,coenzyme Q8B,Ictidomys tridecemlineatus,thirteen-lined ground squirrel,XM_040279983.1,XP_040135917.1,,model,,
101980423,Coq8b,coenzyme Q8B,Microtus ochrogaster,prairie vole,XM_005371584.2,XP_005371641.1,10195515,model,,default-seq
101980423,Coq8b,coenzyme Q8B,Microtus ochrogaster,prairie vole,XM_013355332.2,XP_013210786.1,10195515,model,,
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414029.2,XP_005414086.2,10195515,model,,default-seq
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414027.2,XP_005414084.2,10195515,model,,
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414028.2,XP_005414085.2,10195515,model,,
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414030.2,XP_005414087.1,10195515,model,,
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414031.2,XP_005414088.1,10195515,model,,
102007829,Coq8b,coenzyme Q8B,Chinchilla lanigera,long-tailed chinchilla,XM_005414032.2,XP_005414089.1,10195515,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_005589292.4,XP_005589349.2,,model,,default-seq
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_005589294.4,XP_005589351.3,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_005589295.3,XP_005589352.2,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_005589297.4,XP_005589354.2,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_005589298.4,XP_005589355.2,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_045379208.2,XP_045235143.2,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_045379209.2,XP_045235144.2,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_065535503.1,XP_065391575.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_065535504.1,XP_065391576.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023623.1,XP_073879724.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023624.1,XP_073879725.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023625.1,XP_073879726.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023626.1,XP_073879727.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023627.1,XP_073879728.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023628.1,XP_073879729.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023629.1,XP_073879730.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023630.1,XP_073879731.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023631.1,XP_073879732.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023632.1,XP_073879733.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023633.1,XP_073879734.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023634.1,XP_073879735.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023635.1,XP_073879736.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023636.1,XP_073879737.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023637.1,XP_073879738.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023638.1,XP_073879739.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023639.1,XP_073879740.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023640.1,XP_073879741.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023641.1,XP_073879742.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023642.1,XP_073879743.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023643.1,XP_073879744.1,,model,,
102146508,COQ8B,coenzyme Q8B,Macaca fascicularis,crab-eating macaque,XM_074023644.1,XP_073879745.1,,model,,
102189512,COQ8B,coenzyme Q8B,Capra hircus,goat,XM_018062437.1,XP_017917926.1,10195515,model,,default-seq
102189512,COQ8B,coenzyme Q8B,Capra hircus,goat,XM_018062438.1,XP_017917927.1,10195515,model,,
102189512,COQ8B,coenzyme Q8B,Capra hircus,goat,XM_018062439.1,XP_017917928.1,10195515,model,,
102189512,COQ8B,coenzyme Q8B,Capra hircus,goat,XM_018062441.1,XP_017917930.1,10195515,model,,
102189512,COQ8B,coenzyme Q8B,Capra hircus,goat,XM_018062442.1,XP_017917931.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541717.1,XP_014397203.1,10195515,model,,default-seq
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541715.1,XP_014397201.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541716.1,XP_014397202.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541718.1,XP_014397204.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541719.1,XP_014397205.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541720.1,XP_014397206.1,10195515,model,,
102248638,COQ8B,coenzyme Q8B,Myotis brandtii,Brandt's bat,XM_014541721.1,XP_014397207.1,10195515,model,,
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_006052035.3,XP_006052097.1,10195515,model,,default-seq
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_006052036.3,XP_006052098.1,10195515,model,,
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_006052037.3,XP_006052099.1,10195515,model,,
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_006052038.3,XP_006052100.1,10195515,model,,
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_006052040.3,XP_006052102.1,10195515,model,,
102405702,COQ8B,coenzyme Q8B,Bubalus bubalis,water buffalo,XM_025269130.2,XP_025124915.1,10195515,model,,
102421818,COQ8B,coenzyme Q8B,Myotis lucifugus,little brown bat,XM_014467981.2,XP_014323467.2,10195515,model,,default-seq
102421818,COQ8B,coenzyme Q8B,Myotis lucifugus,little brown bat,XM_014467982.2,XP_014323468.2,10195515,model,,
102421818,COQ8B,coenzyme Q8B,Myotis lucifugus,little brown bat,XM_014467983.2,XP_014323469.2,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588112.2,XP_014443598.2,10195515,model,,default-seq
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_006140469.2,XP_006140531.2,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588072.2,XP_014443558.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588077.2,XP_014443563.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588087.2,XP_014443573.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588103.2,XP_014443589.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588108.2,XP_014443594.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588113.1,XP_014443599.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_014588115.2,XP_014443601.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_027771958.1,XP_027627759.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_027771959.1,XP_027627760.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_027771964.1,XP_027627765.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_027771966.1,XP_027627767.1,10195515,model,,
102478920,COQ8B,coenzyme Q8B,Tupaia chinensis,Chinese tree shrew,XM_027771968.1,XP_027627769.1,10195515,model,,
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_006189830.3,XP_006189892.2,10195515,model,,default-seq
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_014563585.2,XP_014419071.2,,model,,
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_014563590.2,XP_014419076.1,10195515,model,,
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_032486013.1,XP_032341904.1,,model,,
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_032486014.1,XP_032341905.1,,model,,
102509200,COQ8B,coenzyme Q8B,Camelus ferus,Wild Bactrian camel,XM_032486015.1,XP_032341906.1,,model,,
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_006215003.4,XP_006215065.2,10195515,model,,default-seq
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_015248510.3,XP_015103996.2,,model,,
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_031681799.2,XP_031537659.1,,model,,
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_031681800.2,XP_031537660.1,,model,,
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_072967011.1,XP_072823112.1,,model,,
102542752,COQ8B,coenzyme Q8B,Vicugna pacos,alpaca,XM_072967012.1,XP_072823113.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_006750785.2,XP_006750848.1,10195515,model,,default-seq
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022075.1,XP_030877935.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022076.1,XP_030877936.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022077.1,XP_030877937.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022078.1,XP_030877938.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022079.1,XP_030877939.1,,model,,
102748330,COQ8B,coenzyme Q8B,Leptonychotes weddellii,Weddell seal,XM_031022080.1,XP_030877940.1,,model,,
102754407,COQ8B,coenzyme Q8B,Myotis davidii,,XM_006759191.2,XP_006759254.2,10195515,model,,default-seq
102818827,COQ8B,coenzyme Q8B,Chrysochloris asiatica,Cape golden mole,XM_006871521.1,XP_006871583.1,10195515,model,,default-seq
102847033,COQ8B,coenzyme Q8B,Elephantulus edwardii,Cape elephant shrew,XM_006900948.1,XP_006901010.1,10195515,model,,default-seq
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_006905419.3,XP_006905481.1,10195515,model,,default-seq
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_015594752.2,XP_015450238.1,10195515,model,,
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_015594754.2,XP_015450240.1,10195515,model,,
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_015594758.2,XP_015450244.1,10195515,model,,
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_015594764.2,XP_015450250.1,10195515,model,,
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_025050711.1,XP_024906479.1,10195515,model,,
102880307,COQ8B,coenzyme Q8B,Pteropus alecto,black flying fox,XM_025050719.1,XP_024906487.1,10195515,model,,
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_006995835.4,XP_006995897.1,10195515,model,,default-seq
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_015989237.3,XP_015844723.1,10195515,model,,
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_015989238.3,XP_015844724.1,10195515,model,,
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_042273109.2,XP_042129043.1,,model,,
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_042273131.2,XP_042129065.1,,model,,
102921516,Coq8b,coenzyme Q8B,Peromyscus maniculatus bairdii,prairie deer mouse,XM_076574564.1,XP_076430679.1,,model,,
102963775,COQ8B,coenzyme Q8B,Panthera tigris,tiger,XM_042968847.1,XP_042824781.1,,model,,default-seq
102963775,COQ8B,coenzyme Q8B,Panthera tigris,tiger,XM_042968848.1,XP_042824782.1,,model,,
102963775,COQ8B,coenzyme Q8B,Panthera tigris,tiger,XM_042968849.1,XP_042824783.1,,model,,
102963775,COQ8B,coenzyme Q8B,Panthera tigris,tiger,XM_042968850.1,XP_042824784.1,,model,,
102963775,COQ8B,coenzyme Q8B,Panthera tigris,tiger,XR_006211782.1,,,model,,
102995458,COQ8B,coenzyme Q8B,Physeter macrocephalus,sperm whale,XM_028484377.1,XP_028340178.1,10195515,model,,default-seq
102995458,COQ8B,coenzyme Q8B,Physeter macrocephalus,sperm whale,XM_007128100.3,XP_007128162.2,10195515,model,,
102995458,COQ8B,coenzyme Q8B,Physeter macrocephalus,sperm whale,XM_028484379.1,XP_028340180.1,10195515,model,,
102995458,COQ8B,coenzyme Q8B,Physeter macrocephalus,sperm whale,XM_028484381.1,XP_028340182.1,10195515,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_057533932.1,XP_057389915.1,,model,,default-seq
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_007166805.2,XP_007166867.3,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_028161851.2,XP_028017652.2,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_028161855.2,XP_028017656.2,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_028161858.2,XP_028017659.2,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_057533933.1,XP_057389916.1,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_057533934.1,XP_057389917.1,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XM_057533935.1,XP_057389918.1,,model,,
103013480,COQ8B,coenzyme Q8B,Balaenoptera acutorostrata,minke whale,XR_009006064.1,,,model,,
103080499,COQ8B,coenzyme Q8B,Lipotes vexillifer,Yangtze River dolphin,XM_007458636.1,XP_007458698.1,10195515,model,,default-seq
103126978,COQ8B,coenzyme Q8B,Erinaceus europaeus,western European hedgehog,XM_016194693.2,XP_016050179.1,10195515,model,,default-seq
103126978,COQ8B,coenzyme Q8B,Erinaceus europaeus,western European hedgehog,XM_060185971.1,XP_060041954.1,,model,,
103126978,COQ8B,coenzyme Q8B,Erinaceus europaeus,western European hedgehog,XM_060185972.1,XP_060041955.1,,model,,
103198940,COQ8B,coenzyme Q8B,Orycteropus afer afer,,XM_007943146.2,XP_007941337.2,,model,,default-seq
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991713.2,XP_037847641.2,,model,,default-seq
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991711.2,XP_037847639.2,,model,,
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991714.2,XP_037847642.2,,model,,
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991715.2,XP_037847643.2,,model,,
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991716.2,XP_037847644.2,,model,,
103234711,COQ8B,coenzyme Q8B,Chlorocebus sabaeus,green monkey,XM_037991717.2,XP_037847645.2,,model,,
103259582,COQ8B,coenzyme Q8B,Carlito syrichta,Philippine tarsier,XM_008057236.1,XP_008055427.1,10195515,model,,default-seq
103259582,COQ8B,coenzyme Q8B,Carlito syrichta,Philippine tarsier,XM_008057245.1,XP_008055436.1,10195515,model,,
103259582,COQ8B,coenzyme Q8B,Carlito syrichta,Philippine tarsier,XM_021711938.1,XP_021567613.1,10195515,model,,
103284301,COQ8B,coenzyme Q8B,Eptesicus fuscus,big brown bat,XM_028142654.2,XP_027998455.2,,model,,default-seq
103284301,COQ8B,coenzyme Q8B,Eptesicus fuscus,big brown bat,XM_028142657.2,XP_027998458.2,,model,,
103284301,COQ8B,coenzyme Q8B,Eptesicus fuscus,big brown bat,XM_028142659.2,XP_027998460.2,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557824.1,XP_070413925.1,,model,,default-seq
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_008541465.2,XP_008539687.2,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_008541466.2,XP_008539688.2,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_008541467.2,XP_008539689.2,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_008541468.2,XP_008539690.2,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557826.1,XP_070413927.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557827.1,XP_070413928.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557828.1,XP_070413929.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557829.1,XP_070413930.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557830.1,XP_070413931.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557831.1,XP_070413932.1,,model,,
103565420,COQ8B,coenzyme Q8B,Equus przewalskii,Przewalski's horse,XM_070557834.1,XP_070413935.1,,model,,
103603553,COQ8B,coenzyme Q8B,Galeopterus variegatus,Sunda flying lemur,XM_008588106.1,XP_008586328.1,10195515,model,,default-seq
103603553,COQ8B,coenzyme Q8B,Galeopterus variegatus,Sunda flying lemur,XM_008588107.1,XP_008586329.1,10195515,model,,
103661048,COQ8B,coenzyme Q8B,Ursus maritimus,polar bear,XM_008688720.2,XP_008686942.2,,model,,default-seq
103750770,Coq8b,coenzyme Q8B,Nannospalax galili,Upper Galilee mountains blind mole rat,XM_017803428.2,XP_017658917.1,10195515,model,,default-seq
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_010380833.2,XP_010379135.2,,model,,default-seq
104676107,COQ8B,coenzyme Q8B,Rhinopithecus roxellana,golden snub-nosed monkey,XM_010380834.2,XP_010379136.1,10195515,model,,
